object_id,zone,dwell_s
12,bl,75.5164577960968
12,br,76.51515698432922
12,tl,68.50559186935425
12,tr,65.13354659080505
4,bl,48.207524061203
4,br,115.77701187133789
4,tl,53.88287305831909
4,tr,76.95161390304565
7,bl,92.1457986831665
7,br,102.12015461921692
7,tl,47.90682888031006
7,tr,55.185112953186035
