object_id,total_frames,frames_seen,coverage_pct,continuous_full_session,n_missing_gaps,max_missing_gap_frames,mean_missing_gap_frames,session_duration_s
0,1797,1797,100.0,True,0,0,0.0,59.992
1,1797,1797,100.0,True,0,0,0.0,59.992
12,1797,1797,100.0,True,0,0,0.0,59.992
2,1797,1797,100.0,True,0,0,0.0,59.992
3,1797,1797,100.0,True,0,0,0.0,59.992
4,1797,1797,100.0,True,0,0,0.0,59.992
7,1797,1797,100.0,True,0,0,0.0,59.992
