object_id,total_frames,frames_seen,coverage_pct,continuous_full_session,n_missing_gaps,max_missing_gap_frames,mean_missing_gap_frames,session_duration_s
12,4387,4387,100.0,True,0,0,0.0,15.023
4,4387,4387,100.0,True,0,0,0.0,15.023
7,4387,4387,100.0,True,0,0,0.0,15.023
