duration_s,input_hz,detect_ms,queue_max,policy,frames_generated,frames_accepted,drops_total,detect_processed,published,max_queue_depth,mean_latency_ms,p50_latency_ms,p95_latency_ms,pass
30.0,120.0,30.0,5,KEEP_LATEST,3600,3600,2600,1000,1000,5,51.15903722098483,50.93272999965848,69.72210000003543,true
