object_id,zone,dwell_s
0,left,3.138061761856079
1,left,6.184980392456055
12,right,59.991947650909424
2,right,22.970600843429565
3,right,0.7237367630004883
4,left,59.991947650909424
7,left,0.13566899299621582
7,right,59.85627865791321
